"Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 256GB SSD m.2 NVMe, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, LAN, DOS, голубой [NX.KAFEM.004](*id 12)https://www.link.kg/catalog/1/",29889.3 ⊆,331 $
"Acer Aspire 3 A315-56 i3-1005G1 1.2-3.4GHz,8GB, 1TB + SSD 128GB, 15.6""FHD LED ,RUS,BLACK (12мес)https://www.link.kg/catalog/1/41503255",30431.1 ⊆ ,337 $
"Ноутбук Lenovo Ideapad 3 14ITL05 Intel Core i3-1115G4 (3.00-4.10Ghz), 4GB, 128GB SSD, 14” (1920X1080), UHD Graphics, WiFi, BT, Win11 Homes, Platinum Grey [81X700FGUS](*id 12)https://www.link.kg/catalog/1/41506236",30431.1 ⊆ ,337 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 8GB, 1TB, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus вhttps://www.link.kg/catalog/1/41504814",31966.2 ⊆ ,354 $
"Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 12GB, 1TB +256GB SSD NVMe, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12)https://www.link.kg/catalog/1/41506229",30521.4 ⊆ ,338 $
"Lenovo IdeaPad 3 15IGL05 (81WQ00JBRK) Intel Pentium N5030 (Quard 4 ядра, 4 потока up to 3.1Ghz), 15.6"" LED FULL HD (1920 x 1080) IPS, 8GB, 1TB SSD, Intel HD Graphics 605, Wi-Fi, BT5.0, Cam, DOS, Eng-Rus, PLATINUM GREYhttps://www.link.kg/catalog/1/41504544",31966.2 ⊆ ,354 $
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41375131",31153.5 ⊆ ,345 $
"Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374237",31153.5 ⊆ ,345 $
"Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 4GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Gray(*id 12)https://www.link.kg/catalog/1/41506426",30611.7 ⊆ ,339 $
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 12GB, 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374368",31153.5 ⊆ ,345 $
"ASUS VivoBook X515FA-EJ185W 15.6"" FHD i3-10110U 2.1-4.1GHz,4GB,SSD 240GB,RUS,SILVERhttps://www.link.kg/catalog/1/41503163",30702 ⊆ ,340 $
"Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 512GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374238",31243.8 ⊆ ,346 $
"Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 4GB DDR4-3200Mhz, 1TB, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREYhttps://www.link.kg/catalog/1/41504789",32237.1 ⊆ ,357 $
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374350",31334.1 ⊆ ,347 $
"Acer Aspire 3 A315-56 i3-1005G1 1.2-3.4GHz,8GB, 1TB + SSD 256GB, 15.6""FHD LED ,RUS,BLACK (12мес)https://www.link.kg/catalog/1/41503256",30882.6 ⊆ ,342 $
"Ноутбук Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1 (1.20-3.40GHz), 4GB DDR4, 256GB SSD m.2 NVMe, Intel UHD Graphics, 14 ""FHD (1920x1080) IPS, WiFi ac, BT 5.0, CR, WC, Win 11 ENG Home in S mode, Eng-Ru, Platinum Grey [81WD010UUS](*id 12)https://www.link.kg/catalog/1/41506249",30882.6 ⊆ ,342 $
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 128GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41375133",31605 ⊆ ,350 $
"Ноутбук Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1(1.20-3.40GHz), 4GBDDR4, 128GBSSD, Intel UHD Graphics,14 ""FHD(1920x1080)IPS, WiFiac, BT5.0,CR,WC, Win11ENG Home in Smode,Platinum Grey [81WD010UUS](*id 12)https://www.link.kg/catalog/1/41506242",31063.2 ⊆ ,344 $
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 128GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374199",31605 ⊆ ,350 $
"Acer Aspire 3 A315-56 i3-1005G1 1.2-3.4GHz,12GB,SSD 512GB, 15.6""FHD LED ,RUS,BLACK (12мес)https://www.link.kg/catalog/1/41503259",31153.5 ⊆ ,345 $
"Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 12GB, 1TB +500GB SSD NVMe, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12)https://www.link.kg/catalog/1/41506231",31243.8 ⊆ ,346 $
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374197",31785.6 ⊆ ,352 $
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,SSD 240GB,RUS,SLATE GRAYhttps://www.link.kg/catalog/1/41503155",31334.1 ⊆ ,347 $
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 1TB + 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374336",31875.9 ⊆ ,353 $
"Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 256GB SSD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12)https://www.link.kg/catalog/1/41506157",31334.1 ⊆ ,347 $
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,4GB,SSD 480GB,RUS,SLATE GRAYhttps://www.link.kg/catalog/1/41503159",31424.4 ⊆ ,348 $
"Ноутбук Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 128GB SSD m.2 NVMe, Intel UHD Graphics, 14 ""FHD (1920x1080) IPS, WiFi ac, BT 5.0, CR, WC, Win 11 ENG Home in S mode, Eng-Ru, Platinum Grey [81WD010UUS](*id 12)https://www.link.kg/catalog/1/41506247",31514.7 ⊆ ,349 $
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 1TB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41375126",32146.8 ⊆ ,356 $
"новая позиция4Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 4GB DDR4-3200Mhz, 256GB SSD, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREYhttps://www.link.kg/catalog/1/41504781",33140.1 ⊆ ,367 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 12GB, 1TB, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus вhttps://www.link.kg/catalog/1/41504815",33140.1 ⊆ ,367 $
"новая позиция√Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 1TB HDD + 256GB SSD PCIe? NVMe M.2, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, DOS, Black [NX.KAGEM.004](*id 12)https://www.link.kg/catalog/1/41506369",31695.3 ⊆ ,351 $
"Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 12GB, 1TB SSD, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12)https://www.link.kg/catalog/1/41506230",31785.6 ⊆ ,352 $
"Ноутбук Lenovo V15 G2 Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus, черный, Bag [82KB00Y8AK](*id 12)https://www.link.kg/catalog/1/41506200",31785.6 ⊆ ,352 $
"Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 256GB SSD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12)https://www.link.kg/catalog/1/41506172",31785.6 ⊆ ,352 $
"Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 8GB DDR4-3200Mhz, 1TB, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREYhttps://www.link.kg/catalog/1/41504788",33411 ⊆ ,370 $
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 16GB, 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374362",32508 ⊆ ,360 $
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 500GB + 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374326",32598.3 ⊆ ,361 $
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 512GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374343",32598.3 ⊆ ,361 $
"Ноутбук Asus VivoBook 14 (X413JA-211.VBWB) 14"" FHD WVA(IPS), i3-1005G1 (1.2GHz-3.4GHz), 4GB DDR4, 128GB SSD NVMe+ 256GB SSD m.2 NVMe, UHD Graphics G1, USB-C, WiFiac, BT, HDWC, (Eng+Rus), Win10 Home, Dreamy White(*id 12)https://www.link.kg/catalog/1/41506341",32056.5 ⊆ ,355 $
"Lenovo IP3 i3-10110U 2.1-4.1GHz,4GB, 1TB, 15.6""FHD RUS, HDMI, PLATINUM GRAYhttps://www.link.kg/catalog/1/41503206",32146.8 ⊆ ,356 $
"Lenovo IdeaPad L3 A41TUN ATHLON 300U 2.4-3.3GHz,4GB,500GB, 15.6""FHD RUS BLACK ( СЦ)https://www.link.kg/catalog/1/41503232",32146.8 ⊆ ,356 $
"Ноутбук ASUS-X515J, i3-1005G1, DDR4 8GB, SSD-240GB, NO DVDRW, 15.6"", Rus+Enghttps://www.link.kg/catalog/1/41483602",34133.4 ⊆ ,378 $
"Ноутбук Asus VivoBook M415DA-R3128 AMD Ryzen 3 3250U (2.6GHz-3.5GHz), 8GB DDR4, 256GB SSD PCIe NVMe, AMD Radeon Vega 3 Graphics, 14"" HD LED, WiFi, BT, Cam, (Eng+Rus), Win11 Home, серый[M415DA-R3128](*id 12)https://www.link.kg/catalog/1/41506419",32237.1 ⊆ ,357 $
"Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 256GB SSD m.2 NVMe+1TB HDD, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, LAN, DOS, голубой [NX.KAFEM.004](*id 12)https://www.link.kg/catalog/1/41506367",32237.1 ⊆ ,357 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 8GB, 512GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, Bhttps://www.link.kg/catalog/1/41504803",33772.2 ⊆ ,374 $
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41375129",33411 ⊆ ,370 $
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41375122",33411 ⊆ ,370 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 12GB, 256GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus,https://www.link.kg/catalog/1/41504806",34765.5 ⊆ ,385 $
"Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 4GB DDR4, 500GB, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374229",33411 ⊆ ,370 $
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,SSD 480GB,RUS,SLATE GRAYhttps://www.link.kg/catalog/1/41503154",32869.2 ⊆ ,364 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 8GB, 1TB + 128GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-https://www.link.kg/catalog/1/41504796",34855.8 ⊆ ,386 $
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374192",33501.3 ⊆ ,371 $
"Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 12GB DDR4, 256GB SSD m.2 NVMe+1TB HDD, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, LAN, DOS, голубой [NX.KAFEM.004](*id 12)https://www.link.kg/catalog/1/41506371",32959.5 ⊆ ,365 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 16GB, 1TB, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus вhttps://www.link.kg/catalog/1/41504807",34946.1 ⊆ ,387 $
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 12GB, 1TB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374351",33591.6 ⊆ ,372 $
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,1TB+SSD 128GB, WIN11,RUS,SLATE GRAYhttps://www.link.kg/catalog/1/41503157",33049.8 ⊆ ,366 $
"Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 500GB SSD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12)https://www.link.kg/catalog/1/41506145",33049.8 ⊆ ,366 $
"Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 1TB HDD+256GB SSD m.2 NVMe, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12)https://www.link.kg/catalog/1/41506154",33140.1 ⊆ ,367 $
"новая позиция5Acer Aspire 3 A315-59 i3-1215U 1.2-4.4GHz,4GB,SSD 256GB,15.6""FHD IPS RUS MOONSTONE PURPLE (12 СЦ)https://www.link.kg/catalog/1/41503253",33230.4 ⊆ ,368 $
"HP 250 G7 Dark Ash Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 128GB M.2 NVMe PCIe, Intel® UHD Graphics 605, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374320",33862.5 ⊆ ,375 $
"новая позиция4Acer Aspire 3 A315-59 i3-1215U 1.2-4.4GHz, 4GB,SSD 256GB,15.6""FHD IPS RUS SILVER (12 СЦ)https://www.link.kg/catalog/1/41503252",33230.4 ⊆ ,368 $
"Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 12GB DDR4-3200Mhz, 120GB SSD, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREYhttps://www.link.kg/catalog/1/41504783",35217 ⊆ ,390 $
"новая позиция1Ноутбук Asus X515EA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" FULL HD, 4GB, 256GB SDD m.2 NVMe, Intel Iris Graphics Xe G7, WiFi 6, BT 5.2, Cam, DOS, серебро[90NB0TY2-M03PT0](*id 12)https://www.link.kg/catalog/1/41506302",33230.4 ⊆ ,368 $
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB + 512GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374352",33862.5 ⊆ ,375 $
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)https://www.link.kg/catalog/1/41374072",33862.5 ⊆ ,375 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 8GB, 1TB + 256GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-https://www.link.kg/catalog/1/41504793",35307.3 ⊆ ,391 $
"Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 256GB SSD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12)https://www.link.kg/catalog/1/41506150",33320.7 ⊆ ,369 $
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374201",33952.8 ⊆ ,376 $
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 1TB + 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374184",33952.8 ⊆ ,376 $
"Ноутбук ASUS X509FA-BR952T Intel Core i3-10110U (4M Cache, up to 4,10 GHz) ,8GB DDR4, 256GB SSD ,Intel UHD Graphics 620,15.6"" HD , Webcam,Wi-Fi ,Bluetooth ,Win10H, Silver [90NB0MZ1-M17820](*id 12)https://www.link.kg/catalog/1/41506306",33411 ⊆ ,370 $
"ASUS VivoBook F415E-AS31 Intel Core i3-1115G4 (up to 4.1GHz), 14"" LED FULL HD IPS (1920 x 1080), 4GB, 128GB SSD, Intel UHD Graphics, WiFi 5, BT 4.1, Fingerprint Scaner (Сканер отпечатка пальцев), USB-C, Backlight Chiclet Eng Keyboard, Eng-Rus, SLATEhttps://www.link.kg/catalog/1/41504751",35397.6 ⊆ ,392 $
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 12GB, 1TB + 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374327",34133.4 ⊆ ,378 $
"Ноутбук DELL Vostro 3400 14"" HD i3-1115G4 1.7-4.1GHz, 8GB, 256GB SSD m.2 NVMe, Webcam, Wi-Fi, Bluetooth, Eng-Rus, LAN, RJ-45, серый(*id 12)https://www.link.kg/catalog/1/41506298",33501.3 ⊆ ,371 $
"Ноутбук Lenovo V15 G2 Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 256GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus, черный, Bag [82KB00Y8AK](*id 12)https://www.link.kg/catalog/1/41506187",33501.3 ⊆ ,371 $
"Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 8GB, 256GB SSD PCIe? NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUEhttps://www.link.kg/catalog/1/41504920",35578.2 ⊆ ,394 $
"Ноутбук Lenovo Ideapad 3 14ITL05 Intel Core i3-1115G4 (3.00-4.10Ghz), 12GB, 256GB SSD NVMe, 14” FULL HDLED UHD Graphics, WiFi, BT, WinEn11 Homes, серебристый, Eng-Rus 81X700FGUS(*id 12)https://www.link.kg/catalog/1/41506241",33591.6 ⊆ ,372 $
"ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,1TB+SSD 256GB, WIN11,RUS,SLATE GRAYhttps://www.link.kg/catalog/1/41503156",33681.9 ⊆ ,373 $
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 16GB, 256GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus,https://www.link.kg/catalog/1/41504805",35668.5 ⊆ ,395 $
"HP 250 G7 Dark Ash Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 256GB M.2 NVMe PCIe, Intel® UHD Graphics 605, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374313",34314 ⊆ ,380 $
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 16GB, 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rushttps://www.link.kg/catalog/1/41374331",34404.3 ⊆ ,381 $
"Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 12GB, 128GB SSD PCIe? NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUEhttps://www.link.kg/catalog/1/41504924",35758.8 ⊆ ,396 $
